회사명,주소,기업규모
아이티포원,부산광역시 해운대구 센텀북대로 60 7층 707호(재송동 센텀아이에스타워),중소기업
동양대학교산학협력단,경상북도 영주시 풍기읍 동양대로 145,중소기업
에스지에이임베디드 주식회사,서울특별시 송파구 법원로11길 25 에이동 908호 (문정동 에이치비지니스파크)),중소기업
온도테크,전라북도 완주군 삼례읍 삼례로 443 7층 705호(우석대학교 대학본부),중소기업
(사)동반성장산업협회 아이에너지사업단,경기도 수원시 영통구 대학4로 17 에이스광교타워1 415~416 (이의동),중소기업
씨텍,대전광역시 유성구 엑스포로 501 104동 4층 404호 (전민동 청구나래아파트),중소기업
(주)씨트링,서울특별시 금천구 가산디지털1로 233 13층 (가산동 에이스하이엔드타워9차),중소기업
에이엠에이,전라북도 전주시 덕진구 기린대로 418 13층 1309호(금암동 우석빌딩),중소기업
광명이엔씨(주),경상북도 구미시 산동면 산호대로41길 23,중소기업
그린텔정보통신(주),경기도 고양시 일산서구 일산로 662 504호 (대화동 하나로프라자),중소기업
(주)마일사이트코리아,경기도 안양시 동안구 엘에스로116번길 25-32 925호 (호계동 안양 SK V1 center),중소기업
주식회사 아워스포츠네이션(oursportsnation Co.Ltd.),서울특별시 관악구 남부순환로 1768-1 5층 (봉천동),중소기업
주식회사 비즈온시스템,충청남도 천안시 서북구 두정중1길 6-4 302호 (두정동),중소기업
(주)나이스테크,서울특별시 구로구 공원로 69 (구로동 우영빌딩3층),중소기업
(주)파이오니어시스템,강원도 원주시 소방서길 46-8 (명륜동),중소기업
(주)웨딩북,서울특별시 강남구 학동로59길 24 웨딩북 청담 (청담동),중소기업
(주)에스엔씨,부산광역시 금정구 무학송로 2-1 4층(부곡동 백미빌딩),중소기업
(주)서보스타,서울특별시 금천구 가산디지털2로 169-28 비동 2층 (가산동디지털산전빌딩),중소기업
주식회사 투비피에스,경기도 성남시 분당구 서현로 170 풍림아이원 T동 1212호 (서현동),중소기업
제이비소프트,대구광역시 동구 금강로16길 50 104동 103호 (신서동 신서풍경마을),중소기업
원맥스 인터내셔날,서울특별시 용산구 새창로 181 21동 2층 209호 (한강로2가선인상가 ),중소기업
(주)포엠크리에이티브,서울특별시 서초구 양재천로19길 36 삼이빌딩 4층 (양재동),중소기업
(주)공간디자인,제주특별자치도 제주시 사평2길 21 다동 1층 (오라이동),중소기업
(주)한우리아이티,서울특별시 강서구 양천로 551-17  501(가양동한화비즈메트로1차),중소기업
(주)욱곡정보통신,광주광역시 북구 불태1로 16 (대촌동),중소기업
주식회사 버츄얼알엑스,대전광역시 유성구 관들2길 72-30 201호 (관평동),중소기업
(주)에스티엘,부산광역시 해운대구 센텀동로 71 5층 506호(우동벽산이센텀클래스원2차),중소기업
(주)아이씨피,경기도 화성시 정남면 보통내길253번길 43-16,중소기업
(주)한국이엔이,서울특별시 강서구 양천로 583 A동 18층 5호 (염창동 우림블루나인비즈니스센터 A동 1805호),중소기업
주식회사 디노위버,서울특별시 서초구 효령로29길 39 402호 (방배동 전일빌딩),중소기업
(주)진솔에이앤씨,경기도 남양주시 진건읍 진관로 290 1동,중소기업
(주)뉴월드마리타임,부산광역시 동구 중앙대로180번길 12-14 401호(초량동 해기사회관),중소기업
영천삼보시스템,경상북도 영천시 호국로 10 (문외동),중소기업
OA시스템,전라북도 남원시 충정로 196 (도통동),중소기업
주식회사 비엘,세종특별자치시 조치원읍 터미널안길 90 2층,중소기업
에이샙,서울특별시 구로구 오류로8라길 20-8 2층 (오류동 길훈아파트상가),중소기업
(주)씨애너스,서울특별시 강남구 광평로 280 1235호 (수서동 로즈데일오피스텔),중소기업
엠비에스 주식회사,대전광역시 유성구 테크노중앙로 65 5층 501호(관평동 남정빌딩(2)),중소기업
(합자)진광전기소방,강원도 속초시 농공단지2길 15-48 (대포동),중소기업
주식회사 조선방송,서울특별시 중구 세종대로21길 40 씨스퀘어빌딩 TV조선 (태평로1가),대기업
주식회사 더쎄븐파트너스,서울특별시 서초구 서초대로24길 5 (방배동2층),중소기업
주식회사 홀컴,서울특별시 영등포구 국회대로70길 15-1 10층 1015호 (여의도동 극동브이아이피빌딩),중소기업
(주)디앤디,부산광역시 강서구 대저로49번길 22 3층 (대저1동 부산우편집중국),중소기업
(주)부산정보시스템,부산광역시 사상구 백양대로 562-3 (감전동),중소기업
수호테크,충청남도 천안시 서북구 성정15길 16-1(성정동),중소기업
(주)이프론트,서울특별시 구로구 디지털로30길 31 코오롱디지털빌란트2차 1015호 (구로동),중소기업
주식회사 어썸크루월드와이드,인천광역시 계양구 임학동로 38 (임학동 훼밀리코아 6층),중소기업
(주)쓰리에이텍정보기술,서울특별시 영등포구 여의대방로69길 7 8층 804호 (여의도동 충무빌딩),중소기업
주식회사 케틀아이티,서울특별시 마포구 마포대로 127 415호 (공덕동 풍림브이아이피텔),중소기업
랜스(주),대전광역시 유성구 학하서로121번길 71-10 4층 (덕명동),중견기업
명화아이티(주),강원도 원주시 상지대길 83 상지대벤처창업관 401-1 (우산동 상지대학교),중소기업
(주)에이티이기술,대구광역시 달서구 달서대로109길 20 301호(신당동),중소기업
(주)키너스,경기도 성남시 중원구 순환로 165 220호 (상대원동),중소기업
주식회사 블링크,서울특별시 영등포구 의사당대로1길 25 605호 (여의도동 하남빌딩),중소기업
더쌍화 진주직영점,경상남도 진주시 남강로309번길 20 더테라스빌딩 109호 (평거동),중소기업
한국전기,경기도 시흥시 군자로 98-58 2층 (월곶동),중소기업
주식회사 씨엔플랜,광주광역시 동구 동명로 105 (지산동 4층),중소기업
온솔아이티(주),서울특별시 서초구 강남대로 309 803 (서초동 코리아비지니스센타),중소기업
단일전력주식회사,경기도 화성시 봉담읍 동화역말길 73-49 2층,중소기업
마킷랩,인천광역시 서구 로봇랜드로 155-11 21층 2101-2호 (청라동),중소기업
저스트인포 주식회사,경기도 파주시 책향기로 403 706동 7층 706호(동패동 숲속길마을 월드메르디앙 센트럴파크),중소기업
주식회사 조이앤바투,강원도 원주시 소초면 송문2길 17-2,중소기업
(주)케이포엠,서울특별시 마포구 성암로 179 13층 (상암동 한샘상암),중소기업
주식회사 아이티가이스,대구광역시 중구 국채보상로 586 16층 1638호 (동성로2가 교보생명빌딩)(동성로2가),중소기업
주식회사 나누고,서울특별시 영등포구 국회대로54길 35202(영등포동2가),중소기업
주식회사 오픈시큐리티,서울특별시 영등포구 경인로 775 1동 803-213호 (문래동3가 에이스하이테크시티),중소기업
맵디자인,서울 송파구 올림픽로35가길 10 (신천동 잠실더샵스타파크 B-401),중소기업
더원 디엔씨(D&C),강원도 춘천시 서부대성로 98-1(조양동),중소기업
(주) 한영시스템,경기도 고양시 일산동구 성석로92번길 117 (성석동),중소기업
(주)닷넷소프트,경기도 성남시 분당구 판교역로 109 C동 407호 (백현동),중소기업
(주)판타웍스,서울특별시 구로구 신도림로 7 410호(신도림동금강리빙스텔2),중소기업
아주전자시스템(주),서울 서초구 동산로 65 (양재동 아주빌딩),중소기업
(주)마이씨큐,대전광역시 서구 대덕대로 325 6층 735호 (월평동),중소기업
나우일렉,부산광역시 부산진구 중앙대로969번길 30-5 5층 (양정동),중소기업
주식회사 이노렌탈,경기도 안양시 동안구 벌말로 123 1008호 (관양동 평촌스마트베이),중소기업
(주)주가드,경기도 용인시 기흥구 서그내로62번길 45-1 2층(영통구),중소기업
정부물품재활용(주),인천광역시 중구 서해대로 324 (신흥동3가),중소기업
(주)엠앤헬스케어,경기도 평택시 소사2길 4 4층 (소사동 블랙야크건물),중소기업
(주)더공,서울특별시 서초구 바우뫼로 179 4층 402호 (양재동에이스빌딩),중소기업
(주)넷커스,충청북도 청주시 청원구 오창읍 주성2길 6,중소기업
태영기술정보(주),경상북도 안동시 단원로 75 103동 201호 (운안동 메트로빌리지),중소기업
엘가이드 주식회사,광주광역시 북구 첨단과기로 333 광주테크노파크 벤처지원센터 108호 (대촌동),중소기업
조은인포텍,대구광역시 북구 구암서로 22 402동 202호 (구암동 칠곡그린빌4단지),중소기업
(주)유케어트론,경기도 안양시 동안구 시민대로365번길 40 3508호 (관양동 5층),중소기업
에이치에스디아이,충청북도 충주시 목행초길 7 (목행동),중소기업
우리올제시스템(주),서울특별시 강서구 양천로 583 B동 2302호(염창동 우림블루나인비즈니스센터),중소기업
신우테크,경상남도 창원시 의창구 지귀로59번길 10-20(봉곡동),중소기업
인사이트핏,경기도 성남시 분당구 대왕판교로645번길 12 9층 14호 스마트오피스(삼평동 경기창조경제혁신센터) (삼평동),중소기업
(주)디앤웍스,경상북도 경산시 경안로50길 31 101호 (중방동),중소기업
(주)미디어오비에스,경기도 부천시 오정로 233(오정동),중소기업
(주)산타데이,경기도 성남시 수정구 위례광장로 21-8 402호 (창곡동 새움빌딩),중소기업
(주)디페,서울특별시 강남구 테헤란로 419 16F (삼성동),중소기업
주식회사 디에스씨,충청남도 천안시 동남구 청수14로 60 1008호 (청당동 서미법조타워),중소기업
피에스피아이엔시 주식회사,서울특별시 서대문구 세검정로1길 95 107동 1203호 (홍은동),중소기업
주식회사 디토시스,서울특별시 구로구 디지털로33길 55 1002호(구로동 이앤씨벤처드림타워2차),중소기업
주식회사 웨어그램,서울특별시 송파구 송파대로 167 B동 15층 1512호(문정동 문정역테라타워),중소기업
주식회사 시즌파이브마케팅컴퍼니,서울특별시 마포구 잔다리로 25 우신빌딩 401호(서교동),중소기업
주식회사 엘앤에스정보기술,광주광역시 광산구 월계로 203 304-1호 (월계동),중소기업
세이프모션,광주광역시 동구 동계천로 150108호 (동명동 I-PLEX 광주 ),중소기업
유한회사 태진전력,충청남도 태안군 태안읍 군청2길 17,중소기업
주식회사 엘아이텍,경기도 안양시 동안구 흥안대로 415 511호(평촌동두산벤처다임),중소기업
럽산(LOVSAN),부산광역시 남구 전포대로20번길 15 103동 1904호 (문현동 문현동삼성아파트),중소기업
주식회사 한얼아이티,서울특별시 강서구 강서로12길 8-8 B01호 (화곡동 근상프리즘주상복합아파트),중소기업
(주)명인정보통신,대전광역시 유성구 진잠로106번길 71-17 (원내동),중소기업
